Prior Probabilities:
dec_pos 0.2470703125
dec_neg 0.2421875
tru_pos 0.2529296875
tru_neg 0.2578125

Modeled Probabilities:
Word , dec_pos , dec_neg , tru_pos , tru_neg
maintain , 4.481692287007574e-05 , 6.91754288876591e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
slim , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
expectations , 0.0003137184600905302 , 0.00041505257332595465 , 0.00046533271288971617 , 0.00030314053595246755
hip , 0.0001344507686102272 , 0.00010376314333148866 , 4.23029738990651e-05 , 6.062810719049351e-05
accomidations , 4.481692287007574e-05 , 0.00010376314333148866 , 4.23029738990651e-05 , 3.0314053595246755e-05
patches , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
daily , 4.481692287007574e-05 , 3.458771444382955e-05 , 0.00021151486949532553 , 9.094216078574027e-05
-well , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
at , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
locaiton , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
crash , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 6.062810719049351e-05
checklist , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
sweaty , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
conceirge , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 9.094216078574027e-05
grabbed , 4.481692287007574e-05 , 0.00010376314333148866 , 4.23029738990651e-05 , 6.062810719049351e-05
tennis , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
meanwhile , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
describes , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
vast , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
vibrating , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
wanted , 0.0008067046116613634 , 0.0009338682899833979 , 0.00042302973899065107 , 0.0004243967503334546
penny , 0.0001344507686102272 , 6.91754288876591e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
sooo , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
looked , 0.00035853538296060593 , 0.0016602102933038186 , 0.0003384237911925208 , 0.0009397356614526494
train , 8.963384574015148e-05 , 6.91754288876591e-05 , 0.00038072676509158597 , 0.00024251242876197404
sooner , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
lingering , 4.481692287007574e-05 , 0.00010376314333148866 , 4.23029738990651e-05 , 3.0314053595246755e-05
thrill , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
gotten , 8.963384574015148e-05 , 0.00010376314333148866 , 4.23029738990651e-05 , 0.00012125621438098702
cane , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
ethernet , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
lock , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 9.094216078574027e-05
emanate , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
athletic , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
day-long , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
insults , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
yellow , 4.481692287007574e-05 , 0.0002767017155506364 , 4.23029738990651e-05 , 6.062810719049351e-05
jaunt , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
joining , 4.481692287007574e-05 , 3.458771444382955e-05 , 0.0001269089216971953 , 3.0314053595246755e-05
essentially , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
easyer , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
peeling , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 0.0002728264823572208
luxuary , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
later , 0.0001344507686102272 , 0.0008301051466519093 , 0.00021151486949532553 , 0.0009700497150478962
jogging , 0.0001344507686102272 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
charlie , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
retreats , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
after- , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
stain , 4.481692287007574e-05 , 0.0001383508577753182 , 4.23029738990651e-05 , 0.00015157026797623377
utter , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
cough , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
2nd , 4.481692287007574e-05 , 6.91754288876591e-05 , 8.46059477981302e-05 , 0.00012125621438098702
culinary , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
collection , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
yummy , 8.963384574015148e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 6.062810719049351e-05
luggages , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
putting , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 0.00012125621438098702
legacy , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
decorating , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 9.094216078574027e-05
noon , 4.481692287007574e-05 , 3.458771444382955e-05 , 0.0001269089216971953 , 9.094216078574027e-05
generous , 4.481692287007574e-05 , 6.91754288876591e-05 , 0.0001269089216971953 , 6.062810719049351e-05
affnia , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
anthony , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 0.00018188432157148054
pleased , 0.0007170707659212119 , 0.00020752628666297732 , 0.00042302973899065107 , 9.094216078574027e-05
shown , 8.963384574015148e-05 , 0.00017293857221914775 , 4.23029738990651e-05 , 3.0314053595246755e-05
compensate , 4.481692287007574e-05 , 0.00017293857221914775 , 4.23029738990651e-05 , 0.00015157026797623377
quickly , 0.0004929861515708332 , 0.00017293857221914775 , 0.0003384237911925208 , 0.00024251242876197404
onto , 8.963384574015148e-05 , 0.00010376314333148866 , 8.46059477981302e-05 , 0.00024251242876197404
questioned , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
humiliated , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
hoping , 4.481692287007574e-05 , 0.00024211400110680687 , 4.23029738990651e-05 , 0.00012125621438098702
responses , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
wrong , 0.0001344507686102272 , 0.0009338682899833979 , 0.0001269089216971953 , 0.0004850248575239481
spray , 4.481692287007574e-05 , 0.0001383508577753182 , 8.46059477981302e-05 , 6.062810719049351e-05
luxurious , 0.0016134092233227267 , 0.0006225788599889319 , 0.0002961208172934557 , 9.094216078574027e-05
inches , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
double-bed , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
seriously , 8.963384574015148e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 0.0002121983751667273
personally , 0.0001344507686102272 , 3.458771444382955e-05 , 8.46059477981302e-05 , 0.00018188432157148054
prides , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
elevated , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 9.094216078574027e-05
snagged , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
box , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 9.094216078574027e-05
jbar , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
teens , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 9.094216078574027e-05
offices , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
gave , 0.0004929861515708332 , 0.0007609297177642501 , 0.00042302973899065107 , 0.0010913059294288831
sacrifices , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
hear , 8.963384574015148e-05 , 0.00048422800221361375 , 0.0005076356867887812 , 0.0007881653934764157
crawling , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
ceiling , 8.963384574015148e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 0.00012125621438098702
firestone , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
engineer , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 0.00015157026797623377
easter , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
impolite , 4.481692287007574e-05 , 0.00010376314333148866 , 4.23029738990651e-05 , 6.062810719049351e-05
backwards , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 6.062810719049351e-05
storage , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 9.094216078574027e-05
switching , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
atm , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
together , 0.0001344507686102272 , 0.0001383508577753182 , 0.0001269089216971953 , 0.00018188432157148054
uninterested , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
backs , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
stuff , 0.00017926769148030297 , 0.0001383508577753182 , 8.46059477981302e-05 , 0.00015157026797623377
3the , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
miserably , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 9.094216078574027e-05
coordinate , 0.0001344507686102272 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
no-smoking , 8.963384574015148e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
menial , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
slunk , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
pregnant , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
dismal , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
attractive , 4.481692287007574e-05 , 0.00010376314333148866 , 0.0001269089216971953 , 0.00012125621438098702
entry , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
al , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 0.00018188432157148054
focal , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
cart , 4.481692287007574e-05 , 0.00010376314333148866 , 0.0001269089216971953 , 6.062810719049351e-05
remote , 4.481692287007574e-05 , 0.00017293857221914775 , 8.46059477981302e-05 , 0.00018188432157148054
ring , 4.481692287007574e-05 , 6.91754288876591e-05 , 8.46059477981302e-05 , 6.062810719049351e-05
large , 0.0006274369201810604 , 0.00038046485888212504 , 0.002326663564448581 , 0.0005153389111191949
pleas , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
qualities , 8.963384574015148e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
enthusiastic , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
long , 0.0008515215345314391 , 0.0012797454344216934 , 0.0005922416345869114 , 0.0009397356614526494
crowed , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
215 , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
leaked , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 0.00018188432157148054
drake , 4.481692287007574e-05 , 3.458771444382955e-05 , 0.0002538178433943906 , 0.00012125621438098702
spit , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
entirety , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
basically , 0.00017926769148030297 , 0.00010376314333148866 , 8.46059477981302e-05 , 0.0002728264823572208
single , 0.0001344507686102272 , 0.0002767017155506364 , 8.46059477981302e-05 , 0.00015157026797623377
avoid , 4.481692287007574e-05 , 0.00038046485888212504 , 4.23029738990651e-05 , 0.0003637686431429611
ten , 0.00017926769148030297 , 0.00024211400110680687 , 0.0001269089216971953 , 0.00015157026797623377
noodles , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
twas , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
top-shelf , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
spotty , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
-5 , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
demonstrated , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
yet- , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
cruise , 4.481692287007574e-05 , 3.458771444382955e-05 , 0.0001269089216971953 , 3.0314053595246755e-05
bus , 4.481692287007574e-05 , 0.0001383508577753182 , 0.00046533271288971617 , 9.094216078574027e-05
phantom , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
such , 0.0008515215345314391 , 0.0008992805755395684 , 0.0007614535301831719 , 0.0004547108039287013
unannounced , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
35 , 4.481692287007574e-05 , 0.0001383508577753182 , 4.23029738990651e-05 , 3.0314053595246755e-05
neighboring , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
pleasent , 4.481692287007574e-05 , 3.458771444382955e-05 , 0.0001269089216971953 , 3.0314053595246755e-05
croissants , 8.963384574015148e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 6.062810719049351e-05
soft , 0.0005378030744409088 , 0.00010376314333148866 , 0.00021151486949532553 , 0.00012125621438098702
scam , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
modified , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
filenes , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
atmosphere , 0.0009859723031416664 , 0.00017293857221914775 , 0.00021151486949532553 , 9.094216078574027e-05
fire , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 9.094216078574027e-05
woefully , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
nonsense , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
ahead , 4.481692287007574e-05 , 0.00017293857221914775 , 0.00021151486949532553 , 0.00012125621438098702
bonus , 0.0002689015372204544 , 3.458771444382955e-05 , 0.0001269089216971953 , 6.062810719049351e-05
* , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
students , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
connection , 0.0001344507686102272 , 0.0001383508577753182 , 0.0001269089216971953 , 6.062810719049351e-05
aging , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
technical , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
wtf , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
davies , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
flare , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
artists , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
-front , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
well-appointed , 8.963384574015148e-05 , 3.458771444382955e-05 , 0.0001692118955962604 , 6.062810719049351e-05
robert , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 9.094216078574027e-05
allergy-friendly , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
dressing , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 6.062810719049351e-05
knikerbocker , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
aquarium , 0.0003137184600905302 , 3.458771444382955e-05 , 0.0001269089216971953 , 3.0314053595246755e-05
navigate , 8.963384574015148e-05 , 0.00010376314333148866 , 4.23029738990651e-05 , 6.062810719049351e-05
250 , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
wines , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
overcrowed , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
succession , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
care , 0.0002689015372204544 , 0.0003458771444382955 , 0.00038072676509158597 , 0.0004243967503334546
crisps , 4.481692287007574e-05 , 3.458771444382955e-05 , 0.0001269089216971953 , 3.0314053595246755e-05
safety , 4.481692287007574e-05 , 6.91754288876591e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
exercise , 0.0001344507686102272 , 0.0001383508577753182 , 8.46059477981302e-05 , 3.0314053595246755e-05
bland , 4.481692287007574e-05 , 0.0001383508577753182 , 4.23029738990651e-05 , 6.062810719049351e-05
hesitation , 4.481692287007574e-05 , 3.458771444382955e-05 , 0.0001269089216971953 , 3.0314053595246755e-05
cleaver , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
authorize , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
$28 , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
ambassador , 0.0010756061488818177 , 0.0004496402877697842 , 0.0005076356867887812 , 0.00039408269673820784
emotionally , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
cared , 4.481692287007574e-05 , 3.458771444382955e-05 , 0.0001269089216971953 , 0.00012125621438098702
riverwalk , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
guess , 8.963384574015148e-05 , 0.00048422800221361375 , 4.23029738990651e-05 , 0.0003334545895477143
broadside , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
steamer , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
quit , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
myspa , 8.963384574015148e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
console , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 9.094216078574027e-05
exterior , 4.481692287007574e-05 , 0.00010376314333148866 , 4.23029738990651e-05 , 3.0314053595246755e-05
mariott , 4.481692287007574e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
potential , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
facebook , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
reconfirm , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
charge , 4.481692287007574e-05 , 0.0005534034311012728 , 0.00038072676509158597 , 0.0010913059294288831
pillow , 0.0002240846143503787 , 0.00024211400110680687 , 8.46059477981302e-05 , 0.00012125621438098702
embarassment , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
desperately , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
mag , 4.481692287007574e-05 , 3.458771444382955e-05 , 0.0001692118955962604 , 6.062810719049351e-05
$* , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
shot , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
tout , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
pleasurable , 8.963384574015148e-05 , 6.91754288876591e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
redickulas , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
further , 0.00017926769148030297 , 0.0001383508577753182 , 4.23029738990651e-05 , 0.0002121983751667273
fills , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
lighting , 4.481692287007574e-05 , 6.91754288876591e-05 , 8.46059477981302e-05 , 9.094216078574027e-05
frumpy , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 3.0314053595246755e-05
scratching , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
c , 4.481692287007574e-05 , 0.00010376314333148866 , 8.46059477981302e-05 , 0.0002121983751667273
eggs , 8.963384574015148e-05 , 0.00017293857221914775 , 0.0001269089216971953 , 3.0314053595246755e-05
trip , 0.001882310760543181 , 0.0009338682899833979 , 0.0014806040864672786 , 0.0008184794470716625
amongst , 8.963384574015148e-05 , 3.458771444382955e-05 , 8.46059477981302e-05 , 3.0314053595246755e-05
sales , 4.481692287007574e-05 , 3.458771444382955e-05 , 0.0001269089216971953 , 6.062810719049351e-05
goodies , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 9.094216078574027e-05
vehicle , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 9.094216078574027e-05
recalls , 4.481692287007574e-05 , 3.458771444382955e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
crowded , 4.481692287007574e-05 , 0.00024211400110680687 , 0.00021151486949532553 , 6.062810719049351e-05
frustration , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
wash , 4.481692287007574e-05 , 0.0001383508577753182 , 4.23029738990651e-05 , 9.094216078574027e-05
generic , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 9.094216078574027e-05
serviced , 4.481692287007574e-05 , 6.91754288876591e-05 , 4.23029738990651e-05 , 6.062810719049351e-05
